concerned,P\k@n-'s3nd\[CVC][CVVCC]\[k@n][s3:nd],,,,,cC,CR CRCC,CR CRCC,01,+/d/,CR CRC,V,,,,2,
actually,P\'{k-J9-lI\[VC][CVV][CV]\[&k][tSU@][lI]\S\'{k-tjw@-lI\[VC][CCCV][CV]\[&k][tjw@][lI]\S\'{k-tjU-lI\[VC][CCV][CV]\[&k][tjU][lI]\S\'{k-tj9-lI\[VC][CCVV][CV]\[&k][tjU@][lI]\S\'{k-Jw@-lI\[VC][CCV][CV]\[&k][tSw@][lI]\S\'{k-JU-lI\[VC][CV][CV]\[&k][tSU][lI]\S\'{k-J@-lI\[VC][CV][CV]\[&k][tS@][lI]\S\'{k-S@-lI\[VC][CV][CV]\[&k][S@][lI],,,,Clxl,,VC CVV V CVV,VC CVV CV,1000,0,0,,Adverb,,,48,
independent,"P\""In-dI-'pEn-d@nt\[VC][CV][CVC][CVCC]\[In][dI][pEn][d@nt]",,,,,CxCc,VM CV CVM CVMC,VC CV CVC CVCC,1010,0,0,A,,,,5,
interested,P\'In-tr@-stId\[VC][CCV][CCVC]\[In][tr@][stId]\S\'In-t@-rE-stId\[VC][CV][CV][CCVC]\[In][t@][rE][stId]\S\'In-trE-stId\[VC][CCV][CCVC]\[In][trE][stId]\S\'In-trI-stId\[VC][CCV][CCVC]\[In][trI][stId],,,,,CxCc,VM CV CVC CVC,VC CCV CCVC,1010,+/id/,VM CV CVCC,V,,,,20,
interesting,"P\'In-tr@-stIN\[VC][CCV][CCVC]\[In][tr@][stIN]\S\'In-t@-rE-stIN\[VC][CV][CV][CCVC]\[In][t@][rE][stIN]\S\'In-trE-stIN\[VC][CCV][CCVC]\[In][trE][stIN]\S\'In-trI-stIN\[VC][CCV][CCVC]\[In][trI][stIN]\S\""In-t@-'rE-stIN\[VC][CV][CV][CCVC]\[In][t@][rE][stIN]",,,,,CxCc,VM CV CVC CVM,VC CCV CCVC,1010,+/IG/,VM CV CVCC,A,,,,14,
orthodontic,"P\""$-T5-'dQn-tIk\[VV][CVV][CVC][CVC]\[O:][T@U][dOn][tIk]\P\""$-T@-'dQn-tIk\[VV][CV][CVC][CVC]\[O:][T@][dOn][tIk]",,,,CxCc,,VVC CVV CVM CVC,VC CVV CVC CVC,1010,0,0,A,,,,2,
orthodontics,"P\""$-T5-'dQn-tIk\[VV][CVV][CVC][CVC]\[O:][T@U][dOn][tIk]\P\""$-T@-'dQn-tIk\[VV][CV][CVC][CVC]\[O:][T@][dOn][tIk]",,,,CxCc,,VVC CVV CVM CVCC,VC CVV CVC CVCC,1010,0,0,N,,,,1,
improperly,"P\Im-'prQ-p@-lI\[VC][CCV][CV][CV]\[Im][prO][p@][lI]\S\""Im-'prQ-p@-lI\[VC][CCV][CV][CV]\[Im][prO][p@][lI]",,,,cXcl,,VM CCV CR CVV,VC CCV CR CV,0100,0,0,,Adverb,,,1,
congratulate,P\k@n-'gr{-JU-l1t\[CVC][CCV][CV][CVVC]\[k@n][gr&][tSU][leIt]\S\k@N-'gr{-JU-l1t\[CVC][CCV][CV][CVVC]\[k@N][gr&][tSU][leIt]\S\k@n-'gr{-tjU-l1t\[CVC][CCV][CCV][CVVC]\[k@n][gr&][tjU][leIt]\S\k@N-'gr{-tjU-l1t\[CVC][CCV][CCV][CVVC]\[k@N][gr&][tjU][leIt]\S\k@n-'gr{-J@-l1t\[CVC][CCV][CV][CVVC]\[k@n][gr&][tS@][leIt]\S\k@N-'gr{-J@-l1t\[CVC][CCV][CV][CVVC]\[k@N][gr&][tS@][leIt],,,,,cXcS,CR CCV CV CVVC,CVC CCV CV CVVC,0101,0,0,V,,,,1,
experience,P\Ik-'sp7-r7ns\[VC][CCVV][CVVCC]\[Ik][spI@][rI@ns]\S\Ek-'sp7-r7ns\[VC][CCVV][CVVCC]\[Ek][spI@][rI@ns],,,,,cXlc,VC CCVV CVV RC,VC CCVV CV VCC,0100,0,0,N,,,,3,
ulterior,P\Vl-'t7-r7R\[VC][CVV][CVVC]\[Vl][tI@][rI@r*],,,,,cXlc,VM CVV CVV R,VC CVV CV VC,0100,0,0,A,,,,1,
calculator,P\'k{l-kjU-l1-t@R\[CVC][CCV][CVV][CVC]\[k&l][kjU][leI][t@r*]\S\'k{l-kj@-l1-t@R\[CVC][CCV][CVV][CVC]\[k&l][kj@][leI][t@r*],,,,,CxLc,CVM CCVV CVV CR,CVC CCV CVV CR,1010,0,0,N,,,,5,
carbonation,"P\""k#-b@-'n1-SH\[CVV][CV][CVV][CS]\[kA:][b@][neI][Sn,]",,,1010,CxLc,,CVVC CV CVV CR,CVC CV CVV CS,1010,0,0,N,,,,1,
circulation,"P\""s3-kjU-'l1-SH\[CVV][CCV][CVV][CS]\[s3:][kjU][leI][Sn,]\S\""s3-kj@-'l1-SH\[CVV][CCV][CVV][CS]\[s3:][kj@][leI][Sn,]",,,,,CxLc,CR CCVV CV CR,CR CCV CVV CS,1010,0,0,N,,,,1,
combination,"P\""kQm-bI-'n1-SH\[CVC][CV][CVV][CS]\[kOm][bI][neI][Sn,]",,,,,CxLc,CVM CV CVV CR,CVC CV CVV CS,1010,0,0,N,,,,3,
complicated,P\'kQm-plI-k1-tId\[CVC][CCV][CVV][CVC]\[kOm][plI][keI][tId],,,,CxLc,,CVM CCV CVV CVC,CVC CCV CVV CVC,1010,+/id/,CVM CCV CVVC,V,,,,3,
complication,"P\""kQm-plI-'k1-SH\[CVC][CCV][CVV][CS]\[kOm][plI][keI][Sn,]",,,,,CxLc,CVM CCV CVV CR,CVC CCV CVV CS,1010,0,0,N,,,,1,
dandelion,P\'d{n-dI-l2-@n\[CVC][CV][CVV][VC]\[d&n][dI][laI][@n],,,,,CxLc,CVM CV CVV R,CVC CV CVV VC,1010,0,0,N,,,,1,
explanation,"P\""Ek-spl@-'n1-SH\[VC][CCCV][CVV][CS]\[Ek][spl@][neI][Sn,]",,,,,CxLc,VC CCV CVV CR,VC CCCV CVV CS,1010,0,0,N,,,,1,
invitation,"P\""In-vI-'t1-SH\[VC][CV][CVV][CS]\[In][vI][teI][Sn,]",,,,,CxLc,VM CV CVV CR,VC CV CVV CS,1010,0,0,N,,,,1,
perspiration,"P\""p3-sp@-'r1-SH\[CVV][CCV][CVV][CS]\[p3:][sp@][reI][Sn,]",,,,,CxLc,CR CCV CVV CR,CR CCV CVV CS,1010,0,0,N,,,,1,
victoria,P\vIk-'t$-r7\[CVC][CVV][CVV]\[vIk][tO:][rI@],,,,,cXlx,CVC CVV CVV V,CVC CVV CVV,0100,0,0,,Name,,,1,
absolutely,"P\'{b-s@-lut-lI\[VC][CV][CVVC][CV]\[&b][s@][lu:t][lI]\S\'{b-sP-ut-lI\[VC][CS][VVC][CV]\[&b][sl,][u:t][lI]\S\'{b-s@-ljut-lI\[VC][CV][CCVVC][CV]\[&b][s@][lju:t][lI]\S\""{b-s@-'lut-lI\[VC][CV][CVVC][CV]\[&b][s@][lu:t][lI]\S\""{b-sP-'ut-lI\[VC][CS][VVC][CV]\[&b][sl,][u:t][lI]\S\""{b-s@-'ljut-lI\[VC][CV][CCVVC][CV]\[&b][s@][lju:t][lI]",,,,,CxSl,VC CV CVVC CVV,VC CV CVVC CV,1010,0,0,,Adverb,,,2,
asparagus,P\@-'sp{-r@-g@s\[V][CCV][CV][CVC]\[@][sp&][r@][g@s],,,,,cXxc,V CCV CV CVC,V CCV CV CVC,0100,0,0,N,,,,3,
certificate,P\s@-'tI-fI-k@t\[CV][CV][CV][CVC]\[s@][tI][fI][k@t]\S\s3-'tI-fI-k@t\[CVV][CV][CV][CVC]\[s3:][tI][fI][k@t]\S\s@-'tI-fI-kIt\[CV][CV][CV][CVC]\[s@][tI][fI][kIt]\S\s3-'tI-fI-kIt\[CVV][CV][CV][CVC]\[s3:][tI][fI][kIt],,,,,cXxc,CR CV CV CVC,CR CV CV CVC,0100,0,0,N,,,,4,
considerate,P\k@n-'sI-d@-r@t\[CVC][CV][CV][CVC]\[k@n][sI][d@][r@t]\P\k@n-'sI-dr@t\[CVC][CV][CCVC]\[k@n][sI][dr@t]\S\k@n-'sI-d@-rIt\[CVC][CV][CV][CVC]\[k@n][sI][d@][rIt]\S\k@n-'sI-drIt\[CVC][CV][CCVC]\[k@n][sI][drIt],,,,,cXxc,CR CV CV CVC,CVC CV CV CVC,0100,0,0,A,,,,1,
considering,P\k@n-'sI-d@-rIN\[CVC][CV][CV][CVC]\[k@n][sI][d@][rIN]\P\k@n-'sI-drIN\[CVC][CV][CCVC]\[k@n][sI][drIN],,,,cXxc,,CR CV CV CVM,CV CV CV CVC,0100,+/IG/,CR CV CR,V,,,,1,
discoverer,P\dI-'skV-v@-r@R\[CV][CCV][CV][CVC]\[dI][skV][v@][r@r*]\S\dI-'skV-vr@R\[CV][CCV][CCVC]\[dI][skV][vr@r*],,,,,cXxc,CV CCV CR R,CVC CV CR R,0100,0,0,N,,,,1,
experiment,P\Ik-'spE-rI-m@nt\[VC][CCV][CV][CVCC]\[Ik][spE][rI][m@nt]\S\Ek-'spE-rI-m@nt\[VC][CCV][CV][CVCC]\[Ek][spE][rI][m@nt],,,,,cXxc,VC CCVV CV CVMC,VC CCV CV CVCC,0100,0,0,N,,,,2,
impossible,"P\Im-'pQ-s@-bP\[VC][CV][CV][CS]\[Im][pO][s@][bl,]\S\Im-'pQ-sI-bP\[VC][CV][CV][CS]\[Im][pO][sI][bl,]",,,,,cXxc,VM CV CV CR,VC CV CV CR,0100,0,0,A,,,,1,
incredible,"P\In-'krE-d@-bP\[VC][CCV][CV][CS]\[In][krE][d@][bl,]\S\IN-'krE-d@-bP\[VC][CCV][CV][CS]\[IN][krE][d@][bl,]\S\In-'krE-dI-bP\[VC][CCV][CV][CS]\[In][krE][dI][bl,]\S\IN-'krE-dI-bP\[VC][CCV][CV][CS]\[IN][krE][dI][bl,]",,,,,cXxc,VM CCV CV CR,VC CCV CV CR,0100,0,0,A,,,,5,
invisible,"P\In-'vI-z@-bP\[VC][CV][CV][CS]\[In][vI][z@][bl,]\S\'In-""vI-z@-bP\[VC][CV][CV][CS]\[In][vI][z@][bl,]\S\In-'vI-zI-bP\[VC][CV][CV][CS]\[In][vI][zI][bl,]\S\'In-""vI-zI-bP\[VC][CV][CV][CS]\[In][vI][zI][bl,]",,,,,cXxc,VM CV CV CR,VC CV CV CR,0100,0,0,A,,,,1,
particular,P\p@-'tI-kjU-l@R\[CV][CV][CCV][CVC]\[p@][tI][kjU][l@r*]\S\p@-'tI-kj@-l@R\[CV][CV][CCV][CVC]\[p@][tI][kj@][l@r*],,,,,cXxc,CVVC CV CCVV CR,CVC CV CCV CR,0100,0,0,N,,,,1,
thermometer,P\T@-'mQ-mI-t@R\[CV][CV][CV][CVC]\[T@][mO][mI][t@r*]\S\T@-'mQ-m@-t@R\[CV][CV][CV][CVC]\[T@][mO][m@][t@r*],,,,,cXxc,CR CV CV CR,CR CV CV CR,0100,0,0,N,,,,5,
unlimited,"P\Vn-'lI-mI-tId\[VC][CV][CV][CVC]\[Vn][lI][mI][tId]\S\""Vn-'lI-mI-tId\[VC][CV][CV][CVC]\[Vn][lI][mI][tId]",,,,,cXxc,VM CV CV CVC,VC CV CV CVC,0100,0,0,A,,,,1,
altogether,"P\""$l-t@-'gE-D@R\[VVC][CV][CV][CVC]\[O:l][t@][gE][D@r*]\S\""Ql-t@-'gE-D@R\[VC][CV][CV][CVC]\[Ol][t@][gE][D@r*]\S\""$l-tU-'gE-D@R\[VVC][CV][CV][CVC]\[O:l][tU][gE][D@r*]\S\""Ql-tU-'gE-D@R\[VC][CV][CV][CVC]\[Ol][tU][gE][D@r*]\S\'$l-t@-""gE-D@R\[VVC][CV][CV][CVC]\[O:l][t@][gE][D@r*]\S\'Ql-t@-""gE-D@R\[VC][CV][CV][CVC]\[Ol][t@][gE][D@r*]\S\'$l-tU-""gE-D@R\[VVC][CV][CV][CVC]\[O:l][tU][gE][D@r*]\S\'Ql-tU-""gE-D@R\[VC][CV][CV][CVC]\[Ol][tU][gE][D@r*]",,,,,CxXc,VVC CV CV CR,VVC CV CV CR,1010,0,0,,Adverb,,,2,
disposition,"P\""dI-sp@-'zI-SH\[CV][CCV][CV][CS]\[dI][sp@][zI][Sn,]\S\""dI-spU-'zI-SH\[CV][CCV][CV][CS]\[dI][spU][zI][Sn,]",,,,,CxXc,CV CCV CV CR,CVC CV CV CS,1010,0,0,N,,,,1,
expedition,"P\""Ek-spI-'dI-SH\[VC][CCV][CV][CS]\[Ek][spI][dI][Sn,]\S\""Ek-sp@-'dI-SH\[VC][CCV][CV][CS]\[Ek][sp@][dI][Sn,]",,,,,CxXc,VC CCV CV CR,VC CCV CV CS,1010,0,0,N,,,,1,
activity,P\{k-'tI-v@-tI\[VC][CV][CV][CV]\[&k][tI][v@][tI]\S\{k-'tI-vI-tI\[VC][CV][CV][CV]\[&k][tI][vI][tI],,,,,cXxl,VC CV CV CVV,VC CV CV CV,0100,0,0,N,,,,1,
conspiracy,P\k@n-'spI-r@-sI\[CVC][CCV][CV][CV]\[k@n][spI][r@][sI],,,,,cXxl,CR CCVV CV CVV,CVC CCV CV CV,0100,0,0,N,,,,1,
discovery,P\dI-'skV-v@-rI\[CV][CCV][CV][CV]\[dI][skV][v@][rI]\P\dI-'skV-vrI\[CV][CCV][CCV]\[dI][skV][vrI],,,,,cXxl,CV CCV CV CVV,CVC CV CR CV,0100,0,0,N,,,,2,
incredibly,P\In-'krE-d@-blI\[VC][CCV][CV][CCV]\[In][krE][d@][blI]\S\IN-'krE-d@-blI\[VC][CCV][CV][CCV]\[IN][krE][d@][blI]\S\In-'krE-dI-blI\[VC][CCV][CV][CCV]\[In][krE][dI][blI]\S\IN-'krE-dI-blI\[VC][CCV][CV][CCV]\[IN][krE][dI][blI],,,,cXxl,,VM CCV CV CCVV,VC CCV CV CCV,0100,0,0,,Adverb,,,1,
infinity,P\In-'fI-n@-tI\[VC][CV][CV][CV]\[In][fI][n@][tI]\S\In-'fI-nI-tI\[VC][CV][CV][CV]\[In][fI][nI][tI],,,,,cXxl,VM CV CV CVV,VC CV CV CV,0100,0,0,N,,,,1,
ordinary,"P\'$-dH-rI\[VV][CS][CV]\[O:][dn,][rI]\S\'$-dI-n@-rI\[VV][CV][CV][CV]\[O:][dI][n@][rI]\S\'$-dI-nrI\[VV][CV][CCV]\[O:][dI][nrI]\S\'$-d@-n@-rI\[VV][CV][CV][CV]\[O:][d@][n@][rI]\S\'$-dn@-rI\[VV][CCV][CV]\[O:][dn@][rI]\S\'$-dH-@-rI\[VV][CS][V][CV]\[O:][dn,][@][rI]",,,,,Cxxl,VVC CV CV CVV,VC CV CV CV,1000,0,0,A,,,,2,
armadillo,"P\""#-m@-'dI-l5\[VV][CV][CV][CVV]\[A:][m@][dI][l@U]",,,,,CxXl,VVC CV CV CVV,VC CV CV CVV,1010,0,0,N,,,,2,
dictionary,"P\'dIk-S@n-rI\[CVC][CVC][CV]\[dIk][S@n][rI]\P\'dIk-SH-rI\[CVC][CS][CV]\[dIk][Sn,][rI]\S\'dIk-S@-n@-rI\[CVC][CV][CV][CV]\[dIk][S@][n@][rI]\S\'dIk-SH-@-rI\[CVC][CS][V][CV]\[dIk][Sn,][@][rI]",,,,,CxXl,CVC CV CV CVV,CVC CV CV CV,1010,0,0,N,,,,2,
participate,P\p#-'tI-sI-p1t\[CVV][CV][CV][CVVC]\[pA:][tI][sI][peIt]\S\p#-'tI-s@-p1t\[CVV][CV][CV][CVVC]\[pA:][tI][s@][peIt],,,,,cXxS,CVVC CV CV CVVC,CVC CV CV CVVC,0101,0,0,V,,,,1,
angelica,P\{n-'_E-lI-k@\[VC][CV][CV][CV]\[&n][dZE][lI][k@],,,,,cXxx,VM CV CV CV,VC CV CV CV,0100,0,0,,Name,,,5,
harmonica,P\h#-'mQ-nI-k@\[CVV][CV][CV][CV]\[hA:][mO][nI][k@],,,,,CXxx,CVVC CV CV CV,CVC CV CV CV,1100,0,0,N,,,,3,
motorcycle,"P\'m5-t@-""s2-kP\[CVV][CV][CVV][CS]\[m@U][t@][saI][kl,]\S\""m5-t@-'s2-kP\[CVV][CV][CVV][CS]\[m@U][t@][saI][kl,]",,,,LcLc,,CVV CR CVV CR,CVV CR CVV CR,1010,0,0,N,,,,8,
electrician,"P\""I-lEk-'trI-SH\[V][CVC][CCV][CS]\[I][lEk][trI][Sn,]\S\""E-lEk-'trI-SH\[V][CVC][CCV][CS]\[E][lEk][trI][Sn,]\S\""i-lEk-'trI-SH\[VV][CVC][CCV][CS]\[i:][lEk][trI][Sn,]\S\""E-lIk-'trI-SH\[V][CVC][CCV][CS]\[E][lIk][trI][Sn,]",,,,,LcXc,V CVC CCV CR,V CVC CCV CS,0010,0,0,N,,,,1,
priority,P\pr2-'Q-r@-tI\[CCVV][V][CV][CV]\[praI][O][r@][tI]\S\pr2-'Q-rI-tI\[CCVV][V][CV][CV]\[praI][O][rI][tI],,,,,LCxl,CCVV VV CV CVV,CCVV V CV CV,1100,0,0,N,,,,1,
identify,P\2-'dEn-tI-f2\[VV][CVC][CV][CVV]\[aI][dEn][tI][faI]\S\I-'dEn-tI-f2\[V][CVC][CV][CVV]\[I][dEn][tI][faI],,,,,LCxL,VV CVM CV CVV,VV CVC CV CV,1100,0,0,V,,,,1,
coordinate,"P\k5-'$-dH-@t\[CVV][VV][CS][VC]\[k@U][O:][dn,][@t]\S\k5-'$-dI-n@t\[CVV][VV][CV][CVC]\[k@U][O:][dI][n@t]\S\k5-'$-d@-n@t\[CVV][VV][CV][CVC]\[k@U][O:][d@][n@t]\S\k5-'$-dH-It\[CVV][VV][CS][VC]\[k@U][O:][dn,][It]\S\k5-'$-dI-nIt\[CVV][VV][CV][CVC]\[k@U][O:][dI][nIt]\S\k5-'$-d@-nIt\[CVV][VV][CV][CVC]\[k@U][O:][d@][nIt]",,,,lCxS,,CVV VVC CV CVVC,CVC CV CVVC,0101,0,0,V,,,,1,
ecosystem,"P\'i-k5-""sI-st@m\[VV][CVV][CV][CCVC]\[i:][k@U][sI][st@m]\S\'i-k5-""sI-stIm\[VV][CVV][CV][CCVC]\[i:][k@U][sI][stIm]",,,,LlCc,,VV CVV CV CCVM,VV CVV CVC CVC,1010,0,0,N,,,,1,
radiator,P\'r1-dI-1-t@R\[CVV][CV][VV][CVC]\[reI][dI][eI][t@r*]\S\'r1-dj1-t@R\[CVV][CCVV][CVC]\[reI][djeI][t@r*],,,,,LlLc,CVV CVV VV CR,CVV CV VV CR,1010,0,0,N,,,,2,
obedient,P\@-'bi-dj@nt\[V][CVV][CCVCC]\[@][bi:][dj@nt]\S\5-'bi-dj@nt\[VV][CVV][CCVCC]\[@U][bi:][dj@nt]\S\@-'bi-d7nt\[V][CVV][CVVCC]\[@][bi:][dI@nt]\S\5-'bi-d7nt\[VV][CVV][CVVCC]\[@U][bi:][dI@nt],,,,,LLlc,V CVV CVV VMC,V CVV CCVVCC,1100,0,0,A,,,,5,
dehydrated,"P\""di-'h2-dr1-tId\[CVV][CVV][CCVV][CVC]\[di:][haI][dreI][tId]",,,,LLLc,,CVV CVV CCVV CVC,CVV CVV CCVV CVC,1110,+/id/,CVV CVV CCVVC,V,,,,2,
triangular,P\tr2-'{N-gjU-l@R\[CCVV][VC][CCV][CVC]\[traI][&N][gjU][l@r*]\S\trI-'{N-gjU-l@R\[CCV][VC][CCV][CVC]\[trI][&N][gjU][l@r*]\S\tr2-'{N-gj@-l@R\[CCVV][VC][CCV][CVC]\[traI][&N][gj@][l@r*]\S\trI-'{N-gj@-l@R\[CCV][VC][CCV][CVC]\[trI][&N][gj@][l@r*],,,,,LSxc,CCVV VVC CCVV CR,CCVV VVC CCV CR,1100,0,0,A,,,,1,
universal,"P\""ju-nI-'v3-sP\[CVV][CV][CVV][CS]\[ju:][nI][v3:][sl,]\S\""jU-nI-'v3-sP\[CV][CV][CVV][CS]\[jU][nI][v3:][sl,]\S\'ju-nI-""v3-sP\[CVV][CV][CVV][CS]\[ju:][nI][v3:][sl,]\S\'jU-nI-""v3-sP\[CV][CV][CVV][CS]\[jU][nI][v3:][sl,]",,,,,LxCc,CVV CV CR CR,CVV CV CR CR,1010,0,0,A,,,,2,
photogenic,"P\""f5-t5-'_E-nIk\[CVV][CVV][CV][CVC]\[f@U][t@U][dZE][nIk]\P\""f5-t@-'_E-nIk\[CVV][CV][CV][CVC]\[f@U][t@][dZE][nIk]\S\""f5-t5-'_i-nIk\[CVV][CVV][CVV][CVC]\[f@U][t@U][dZi:][nIk]\S\""f5-t@-'_i-nIk\[CVV][CV][CVV][CVC]\[f@U][t@][dZi:][nIk]",,,,,LxXc,CVV CVV CV CVC,CVV CVV CV CVC,1010,0,0,A,,,,3,
photographic,"P\""f5-t@-'gr{-fIk\[CVV][CV][CCV][CVC]\[f@U][t@][gr&][fIk]",,,,,LxXc,CVV CVV CCV CVC,CVV CVV CCV CVC,1010,0,0,A,,,,1,
binoculars,"P\bI-'nQ-kjU-l@z\[CV][CV][CCV][CVC]\[bI][nO][kjU][l@z]\S\bI-'nQ-kj@-l@z\[CV][CV][CCV][CVC]\[bI][nO][kj@][l@z]\S\""b2-'nQ-kjU-l@z\[CVV][CV][CCV][CVC]\[baI][nO][kjU][l@z]\S\""b2-'nQ-kj@-l@z\[CVV][CV][CCV][CVC]\[baI][nO][kj@][l@z]",b+Yn'aky.xl.Rz|b.In'aky.xl.Rz,,,LXxc,,CVV CV CCVV CRC,CV CV CCV CRC,1100,+/z/,CVV CV CCVV CR,N,,,,1,
rhinoceros,P\r2-'nQ-s@-r@s\[CVV][CV][CV][CVC]\[raI][nO][s@][r@s]\P\r2-'nQ-sr@s\[CVV][CV][CCVC]\[raI][nO][sr@s],,,,,LXxc,CVV CV CV CVC,CVV CV CV CVC,1100,0,0,N,,,,8,
cooperate,P\k5-'Q-p@-r1t\[CVV][V][CV][CVVC]\[k@U][O][p@][reIt],,,,lXxS,,CVV V CV CVVC,CVV V CV CVVC,0101,0,0,V,,,,1,
emergency,"P\I-'m3-_@n-sI\[V][CVV][CVC][CV]\[I][m3:][dZ@n][sI]\P\I-'m3-_H-sI\[V][CVV][CS][CV]\[I][m3:][dZn,][sI]",,,,,xCcl,V CR CVM CVV,V CR CVC CV,0100,0,0,N,,,,4,
accordion,P\@-'k$-dj@n\[V][CVV][CCVC]\[@][kO:][dj@n]\S\@-'k$-d7n\[V][CVV][CVVC]\[@][kO:][dI@n],,,,,xClc,V CVVC CVV R,V CVC CV VC,0100,0,0,N,,,,3,
satisfying,P\'s{-tIs-f2-IN\[CV][CVC][CVV][VC]\[s&][tIs][faI][IN],,,,,XcLc,CV CVC CVV VM,CV CVC CVV VC,1010,+/IG/,CV CVC CVV ,A,,,,1,
adjustable,"P\@-'_V-st@-bP\[V][CV][CCV][CS]\[@][dZV][st@][bl,]",,,,xCxc,,CV CVC CV CR,V CVCC V CR,0100,0,0,A,,,,2,
electrical,"P\I-'lEk-trI-kP\[V][CVC][CCV][CS]\[I][lEk][trI][kl,]\S\@-'lEk-trI-kP\[V][CVC][CCV][CS]\[@][lEk][trI][kl,]",,,,,xCxc,V CVC CCV CR,V CVC CCV CR,0100,0,0,A,,,,1,
reversible,"P\rI-'v3-s@-bP\[CV][CVV][CV][CS]\[rI][v3:][s@][bl,]\S\r@-'v3-s@-bP\[CV][CVV][CV][CS]\[r@][v3:][s@][bl,]\S\rI-'v3-sI-bP\[CV][CVV][CV][CS]\[rI][v3:][sI][bl,]\S\r@-'v3-sI-bP\[CV][CVV][CV][CS]\[r@][v3:][sI][bl,]",r.Iv'Rs.xb.xl|r+iv'Rs.xb.xl,,,,xCxc,CV CR CV CR,CV CR CV CR,0100,0,0,A,,,,1,
cholesterol,"P\k@-'lEs-t@-rQl\[CV][CVC][CV][CVC]\[k@][lEs][t@][rOl]\P\k@-'lEs-trQl\[CV][CVC][CCVC]\[k@][lEs][trOl]\S\kQ-'lEs-t@-rQl\[CV][CVC][CV][CVC]\[kO][lEs][t@][rOl]\S\kQ-'lEs-trQl\[CV][CVC][CCVC]\[kO][lEs][trOl]\S\k@-'lEs-t@-r@l\[CV][CVC][CV][CVC]\[k@][lEs][t@][r@l]\S\k@-'lEs-t@-rP\[CV][CVC][CV][CS]\[k@][lEs][t@][rl,]\S\kQ-'lEs-t@-r@l\[CV][CVC][CV][CVC]\[kO][lEs][t@][r@l]\S\kQ-'lEs-t@-rP\[CV][CVC][CV][CS]\[kO][lEs][t@][rl,]\S\k@-'lEs-t7-rQl\[CV][CVC][CVV][CVC]\[k@][lEs][tI@][rOl]\S\kQ-'lEs-t7-rQl\[CV][CVC][CVV][CVC]\[kO][lEs][tI@][rOl]\S\k@-'lEs-t7-r@l\[CV][CVC][CVV][CVC]\[k@][lEs][tI@][r@l]\S\kQ-'lEs-t7-r@l\[CV][CVC][CVV][CVC]\[kO][lEs][tI@][r@l]\S\k@-'lEs-t7-rP\[CV][CVC][CVV][CS]\[k@][lEs][tI@][rl,]\S\kQ-'lEs-t7-rP\[CV][CVC][CVV][CS]\[kO][lEs][tI@][rl,]",,,,,xCxC,CV CVC CV CR,CV CVC CV CVC,0101,0,0,N,,,,2,
caterpillar,P\'k{-t@-pI-l@R\[CV][CV][CV][CVC]\[k&][t@][pI][l@r*],k'@t.Rp+Il.R|k'@t.xp+Il.R,,,,XcXc,CV CR CV CR,CV CR CV CR,1010,0,0,N,,,,32,
watermelon,"P\'w$-t@-""mE-l@n\[CVV][CV][CV][CVC]\[wO:][t@][mE][l@n]",,,,XcXc,,CV CR CV CR,CVV CR CV CVC,1010,0,0,N,,,,16,
catastrophe,P\k@-'t{s-tr@-fI\[CV][CVC][CCV][CV]\[k@][t&s][tr@][fI],,,,,xCxl,CV CVC CCV CVV,CV CVC CCV CV,0100,0,0,N,,,,1,
eventually,P\I-'vEn-J9-lI\[V][CVC][CVV][CV]\[I][vEn][tSU@][lI]\S\I-'vEn-tjw@-lI\[V][CVC][CCCV][CV]\[I][vEn][tjw@][lI]\S\I-'vEn-tj9-lI\[V][CVC][CCVV][CV]\[I][vEn][tjU@][lI]\S\I-'vEn-Jw@-lI\[V][CVC][CCV][CV]\[I][vEn][tSw@][lI]\S\I-'vEn-tjU-lI\[V][CVC][CCV][CV]\[I][vEn][tjU][lI],,,,xCxl,,V CVM CV CVV,V CVC CVV CV,0100,0,0,,Adverb,,,2,
polyester,"P\""pQ-lI-'E-st@R\[CV][CV][V][CCVC]\[pO][lI][E][st@r*]\S\'pQ-lI-E-st@R\[CV][CV][V][CCVC]\[pO][lI][E][st@r*]",,,,XlCc,,CV CVV V CCR,CV CV VC CR,1010,0,0,N,,,,1,
semicircle,"P\'sE-mI-""s3-kP\[CV][CV][CVV][CS]\[sE][mI][s3:][kl,]",s'Em.is+Rk.xl|s'Em+Ys+Rk.xl,,,,XlCc,CV CVV CR CR,CV CV CVC CR,1010,0,0,N,,,,1,
amazingly,P\@-'m1-zIN-lI\[V][CVV][CVC][CV]\[@][meI][zIN][lI],,,,xLcl,,V CVV CVM CVV,V CVV CVC CV,0100,0,0,,Adverb,,,1,
seriously,P\'s7-r7s-lI\[CVV][CVVC][CV]\[sI@][rI@s][lI],,,,Xlcl,,CVV CVV VC CVV,CVV CV VC CV,1000,0,0,,Adverb,,,3,
